,Country/Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
16919,Kenya,2020-04-21,296,14.0,74.0,208.0,15,0,5
16920,"Korea, South",2020-04-21,10683,0.0,8213.0,2470.0,9,0,99
16921,Kosovo,2020-04-21,598,15.0,123.0,460.0,37,3,21
16922,Kuwait,2020-04-21,2080,0.0,412.0,1668.0,85,0,45
16923,Kyrgyzstan,2020-04-21,590,7.0,216.0,367.0,22,0,15
16924,Laos,2020-04-21,19,0.0,2.0,17.0,0,0,0
16925,Latvia,2020-04-21,748,9.0,133.0,606.0,9,4,45
16926,Lebanon,2020-04-21,677,21.0,108.0,548.0,0,0,5
16927,Lesotho,2020-04-21,0,0.0,0.0,0.0,0,0,0
16928,Liberia,2020-04-21,101,8.0,7.0,86.0,2,0,0
16929,Libya,2020-04-21,51,1.0,15.0,35.0,0,0,0
16930,Liechtenstein,2020-04-21,81,1.0,78.0,2.0,0,0,0
16931,Lithuania,2020-04-21,1350,38.0,298.0,1014.0,24,1,56
16932,Luxembourg,2020-04-21,3618,78.0,670.0,2870.0,60,3,33
16933,Madagascar,2020-04-21,121,0.0,44.0,77.0,0,0,3
16934,Malawi,2020-04-21,18,2.0,3.0,13.0,1,0,0
16935,Malaysia,2020-04-21,5482,0.0,3349.0,2133.0,57,0,54
16936,Maldives,2020-04-21,83,0.0,16.0,67.0,14,0,0
16937,Mali,2020-04-21,258,0.0,57.0,201.0,12,0,1
16938,Malta,2020-04-21,443,3.0,150.0,290.0,12,0,24
16939,Mauritania,2020-04-21,7,1.0,6.0,0.0,0,0,0
16940,Mauritius,2020-04-21,328,0.0,243.0,85.0,0,0,19
16941,Mexico,2020-04-21,9501,857.0,2627.0,6017.0,729,145,0
16942,Moldova,2020-04-21,2614,72.0,505.0,2037.0,66,2,48
16943,Monaco,2020-04-21,94,3.0,26.0,65.0,0,0,3
16944,Mongolia,2020-04-21,34,0.0,8.0,26.0,1,0,1
16945,Montenegro,2020-04-21,313,5.0,101.0,207.0,1,0,13
16946,Morocco,2020-04-21,3209,145.0,393.0,2671.0,163,2,43
16947,Mozambique,2020-04-21,39,0.0,0.0,39.0,0,0,0
16948,Namibia,2020-04-21,16,0.0,6.0,10.0,0,0,0
16949,Nepal,2020-04-21,43,0.0,4.0,39.0,12,0,0
16950,Netherlands,2020-04-21,34317,3929.0,74.0,30314.0,729,165,2
16951,New Zealand,2020-04-21,1445,13.0,1006.0,426.0,5,1,32
16952,Nicaragua,2020-04-21,10,2.0,7.0,1.0,0,0,1
16953,Niger,2020-04-21,657,20.0,127.0,510.0,9,0,10
16954,Nigeria,2020-04-21,665,22.0,188.0,455.0,0,0,0
16955,North Macedonia,2020-04-21,1231,55.0,224.0,952.0,6,1,24
16956,Norway,2020-04-21,7191,182.0,32.0,6977.0,35,1,0
16957,Oman,2020-04-21,1508,0.0,238.0,1270.0,98,0,0
16958,Pakistan,2020-04-21,10076,212.0,2156.0,7708.0,511,11,83
16959,Panama,2020-04-21,4658,136.0,204.0,4318.0,191,10,39
16960,Papua New Guinea,2020-04-21,7,0.0,0.0,7.0,0,0,0
16961,Paraguay,2020-04-21,208,8.0,53.0,147.0,0,0,7
16962,Peru,2020-04-21,17837,484.0,6982.0,10371.0,1512,39,14
16963,Philippines,2020-04-21,6599,0.0,654.0,5945.0,140,0,41
16964,Poland,2020-04-21,9856,401.0,1297.0,8158.0,263,21,164
16965,Portugal,2020-04-21,21379,762.0,917.0,19700.0,516,27,307
16966,Qatar,2020-04-21,6533,9.0,614.0,5910.0,518,0,59
16967,Romania,2020-04-21,9242,498.0,2153.0,6591.0,306,20,136
16968,Russia,2020-04-21,52763,0.0,3873.0,48890.0,5642,0,427
16969,Rwanda,2020-04-21,150,0.0,84.0,66.0,3,0,8
16970,Saint Kitts and Nevis,2020-04-21,15,0.0,0.0,15.0,0,0,0
16971,Saint Lucia,2020-04-21,15,0.0,13.0,2.0,0,0,0
16972,Saint Vincent and the Grenadines,2020-04-21,12,0.0,2.0,10.0,0,0,1
16973,San Marino,2020-04-21,476,40.0,62.0,374.0,14,1,1
16974,Sao Tome and Principe,2020-04-21,4,0.0,0.0,4.0,0,0,0
16975,Saudi Arabia,2020-04-21,11631,109.0,1640.0,9882.0,1147,6,150
16976,Senegal,2020-04-21,412,5.0,242.0,165.0,35,0,7
16977,Serbia,2020-04-21,6890,130.0,977.0,5783.0,260,5,107
16978,Seychelles,2020-04-21,11,0.0,5.0,6.0,0,0,0
16979,Sierra Leone,2020-04-21,50,0.0,6.0,44.0,7,0,0
16980,Singapore,2020-04-21,9125,11.0,839.0,8275.0,1111,0,38
16981,Slovakia,2020-04-21,1199,14.0,258.0,927.0,26,1,7
16982,Slovenia,2020-04-21,1344,77.0,197.0,1070.0,9,0,4
16983,Solomon Islands,2020-04-21,0,0.0,0.0,0.0,0,0,0
16984,Somalia,2020-04-21,286,8.0,4.0,274.0,49,0,0
16985,South Africa,2020-04-21,3465,58.0,1055.0,2352.0,165,0,0
16986,South Sudan,2020-04-21,4,0.0,0.0,4.0,0,0,0
16987,Spain,2020-04-21,204178,0.0,82514.0,121664.0,3968,0,1927
16988,Sri Lanka,2020-04-21,310,0.0,102.0,208.0,6,0,4
16989,Sudan,2020-04-21,107,12.0,8.0,87.0,0,0,0
16990,Suriname,2020-04-21,10,1.0,6.0,3.0,0,0,0
16991,Sweden,2020-04-21,15831,2236.0,0.0,13595.0,707,77,0
16992,Switzerland,2020-04-21,28063,1478.0,19400.0,7185.0,119,49,800
16993,Syria,2020-04-21,42,0.0,0.0,42.0,3,0,0
16994,Taiwan*,2020-04-21,425,6.0,217.0,202.0,3,0,14
16995,Tajikistan,2020-04-21,0,0.0,0.0,0.0,0,0,0
16996,Tanzania,2020-04-21,254,10.0,11.0,233.0,0,0,0
16997,Thailand,2020-04-21,2811,48.0,2108.0,655.0,19,1,109
16998,Timor-Leste,2020-04-21,23,0.0,0.0,23.0,1,0,0
16999,Togo,2020-04-21,86,6.0,56.0,24.0,2,0,3
17000,Trinidad and Tobago,2020-04-21,115,8.0,28.0,79.0,1,0,6
17001,Tunisia,2020-04-21,884,38.0,148.0,698.0,0,0,0
17002,Turkey,2020-04-21,95591,2259.0,14918.0,78414.0,4611,119,1488
17003,US,2020-04-21,816297,47195.0,75204.0,693898.0,26038,2548,2875
17004,Uganda,2020-04-21,61,0.0,38.0,23.0,5,0,0
17005,Ukraine,2020-04-21,6125,161.0,367.0,5597.0,415,10,8
17006,United Arab Emirates,2020-04-21,7755,0.0,1443.0,6312.0,490,0,83
17007,United Kingdom,2020-04-21,136035,20313.0,638.0,115084.0,4775,1224,192
17008,Uruguay,2020-04-21,543,12.0,324.0,207.0,8,2,11
17009,Uzbekistan,2020-04-21,1678,6.0,357.0,1315.0,51,1,96
17010,Venezuela,2020-04-21,285,10.0,117.0,158.0,29,1,0
17011,Vietnam,2020-04-21,268,0.0,216.0,52.0,0,0,2
17012,West Bank and Gaza,2020-04-21,329,2.0,71.0,256.0,0,0,0
17013,Western Sahara,2020-04-21,6,0.0,0.0,6.0,0,0,0
17014,Yemen,2020-04-21,1,0.0,0.0,1.0,0,0,0
17015,Zambia,2020-04-21,70,3.0,35.0,32.0,5,0,0
17016,Zimbabwe,2020-04-21,28,3.0,2.0,23.0,3,0,0
17017,Afghanistan,2020-04-22,1176,40.0,166.0,970.0,84,4,16
17018,Albania,2020-04-22,634,27.0,356.0,251.0,25,1,11
17019,Algeria,2020-04-22,2910,402.0,1204.0,1304.0,99,10,52
17020,Andorra,2020-04-22,723,37.0,309.0,377.0,6,0,27
17021,Angola,2020-04-22,25,2.0,6.0,17.0,1,0,0
17022,Antigua and Barbuda,2020-04-22,24,3.0,10.0,11.0,1,0,3
17023,Argentina,2020-04-22,3144,152.0,872.0,2120.0,113,5,32
17024,Armenia,2020-04-22,1473,24.0,633.0,816.0,72,0,24
17025,Australia,2020-04-22,6652,67.0,4932.0,1653.0,7,0,237
17026,Austria,2020-04-22,14925,510.0,11328.0,3087.0,52,19,357
17027,Azerbaijan,2020-04-22,1518,20.0,907.0,591.0,38,0,42
17028,Bahamas,2020-04-22,65,9.0,12.0,44.0,0,0,0
17029,Bahrain,2020-04-22,2027,7.0,1026.0,994.0,54,0,242
17030,Bangladesh,2020-04-22,3772,120.0,92.0,3560.0,390,10,5
17031,Barbados,2020-04-22,75,5.0,25.0,45.0,0,0,0
17032,Belarus,2020-04-22,7281,58.0,769.0,6454.0,558,3,192
17033,Belgium,2020-04-22,41889,6262.0,9433.0,26194.0,933,264,431
17034,Belize,2020-04-22,18,2.0,2.0,14.0,0,0,0
17035,Benin,2020-04-22,54,1.0,27.0,26.0,0,0,0
17036,Bhutan,2020-04-22,6,0.0,2.0,4.0,0,0,0
17037,Bolivia,2020-04-22,609,37.0,44.0,528.0,11,3,7
17038,Bosnia and Herzegovina,2020-04-22,1368,53.0,460.0,855.0,26,2,23
17039,Botswana,2020-04-22,22,1.0,0.0,21.0,2,0,0
17040,Brazil,2020-04-22,45757,2906.0,25318.0,17533.0,2678,165,2327
17041,Brunei,2020-04-22,138,1.0,117.0,20.0,0,0,1
17042,Bulgaria,2020-04-22,1024,49.0,174.0,801.0,49,4,4
17043,Burkina Faso,2020-04-22,609,39.0,389.0,181.0,9,1,27
17044,Burma,2020-04-22,123,5.0,7.0,111.0,2,0,0
17045,Burundi,2020-04-22,11,1.0,4.0,6.0,6,0,0
17046,Cabo Verde,2020-04-22,73,1.0,1.0,71.0,5,0,0
17047,Cambodia,2020-04-22,122,0.0,110.0,12.0,0,0,0
17048,Cameroon,2020-04-22,1163,0.0,397.0,766.0,0,0,68
17049,Canada,2020-04-22,41650,2065.0,14454.0,25131.0,2261,166,1266
17050,Central African Republic,2020-04-22,14,0.0,10.0,4.0,0,0,0
17051,Chad,2020-04-22,33,0.0,8.0,25.0,0,0,0
17052,Chile,2020-04-22,12164,160.0,5386.0,6618.0,464,13,417
17053,China,2020-04-22,83868,4614.0,76290.0,2964.0,15,0,62
17054,Colombia,2020-04-22,4356,206.0,870.0,3280.0,207,10,66
17055,Comoros,2020-04-22,0,0.0,0.0,0.0,0,0,0
17056,Congo (Brazzaville),2020-04-22,186,6.0,16.0,164.0,21,0,0
17057,Congo (Kinshasa),2020-04-22,359,25.0,45.0,289.0,9,0,10
17058,Costa Rica,2020-04-22,681,6.0,180.0,495.0,12,0,30
17059,Cote d'Ivoire,2020-04-22,952,14.0,310.0,628.0,36,1,7
17060,Croatia,2020-04-22,1950,48.0,869.0,1033.0,42,0,68
17061,Cuba,2020-04-22,1189,0.0,341.0,848.0,52,0,32
17062,Cyprus,2020-04-22,790,13.0,98.0,679.0,6,1,0
17063,Czechia,2020-04-22,7132,0.0,1989.0,5143.0,99,0,236
17064,Denmark,2020-04-22,8108,384.0,5276.0,2448.0,217,14,387
17065,Djibouti,2020-04-22,974,2.0,183.0,789.0,29,0,71
17066,Dominica,2020-04-22,16,0.0,9.0,7.0,0,0,1
17067,Dominican Republic,2020-04-22,5300,260.0,581.0,4459.0,256,15,118
17068,Ecuador,2020-04-22,10850,537.0,1262.0,9051.0,452,17,55
17069,Egypt,2020-04-22,3659,0.0,935.0,2724.0,169,0,65
17070,El Salvador,2020-04-22,237,7.0,63.0,167.0,12,0,15
17071,Equatorial Guinea,2020-04-22,84,1.0,7.0,76.0,1,1,0
17072,Eritrea,2020-04-22,39,0.0,6.0,33.0,0,0,0
17073,Estonia,2020-04-22,1559,44.0,184.0,1331.0,7,1,15
17074,Eswatini,2020-04-22,31,1.0,8.0,22.0,0,0,0
17075,Ethiopia,2020-04-22,116,3.0,21.0,92.0,2,0,5
17076,Fiji,2020-04-22,18,0.0,8.0,10.0,0,0,5
17077,Finland,2020-04-22,4129,149.0,2000.0,1980.0,115,8,0
17078,France,2020-04-22,155980,21342.0,40657.0,93981.0,0,544,1476
17079,Gabon,2020-04-22,166,1.0,24.0,141.0,10,0,8
17080,Gambia,2020-04-22,10,1.0,2.0,7.0,0,0,0
17081,Georgia,2020-04-22,416,5.0,107.0,304.0,8,1,10
17082,Germany,2020-04-22,150648,0.0,99400.0,51248.0,2357,0,4200
17083,Ghana,2020-04-22,1154,9.0,99.0,1046.0,112,0,0
17084,Greece,2020-04-22,2408,121.0,577.0,1710.0,7,0,0
17085,Grenada,2020-04-22,15,0.0,6.0,9.0,1,0,0
17086,Guatemala,2020-04-22,316,8.0,24.0,284.0,22,1,0
17087,Guinea,2020-04-22,761,6.0,164.0,591.0,73,0,37
17088,Guinea-Bissau,2020-04-22,50,0.0,3.0,47.0,0,0,0
17089,Guyana,2020-04-22,67,0.0,9.0,58.0,1,0,0
17090,Haiti,2020-04-22,62,4.0,2.0,56.0,5,1,2
17091,Holy See,2020-04-22,9,0.0,2.0,7.0,0,0,0
17092,Honduras,2020-04-22,510,46.0,30.0,434.0,16,0,1
17093,Hungary,2020-04-22,2168,225.0,295.0,1648.0,70,12,8
17094,Iceland,2020-04-22,1785,10.0,1462.0,313.0,7,0,45
17095,India,2020-04-22,21370,681.0,4370.0,16319.0,1290,36,395
17096,Indonesia,2020-04-22,7418,635.0,913.0,5870.0,283,19,71
17097,Iran,2020-04-22,85996,5391.0,63113.0,17492.0,1194,94,2148
17098,Iraq,2020-04-22,1631,83.0,1146.0,402.0,29,0,50
17099,Ireland,2020-04-22,16671,769.0,9233.0,6669.0,631,39,0
17100,Israel,2020-04-22,14498,0.0,5215.0,9283.0,556,0,708
17101,Italy,2020-04-22,187327,25085.0,54543.0,107699.0,3370,437,2943
17102,Jamaica,2020-04-22,233,6.0,27.0,200.0,10,0,0
17103,Japan,2020-04-22,12037,323.0,1356.0,10358.0,396,20,117
17104,Jordan,2020-04-22,435,7.0,315.0,113.0,7,0,18
17105,Kazakhstan,2020-04-22,2135,19.0,515.0,1601.0,140,0,26
17106,Kenya,2020-04-22,303,14.0,74.0,215.0,7,0,0
17107,"Korea, South",2020-04-22,10694,0.0,8277.0,2417.0,11,0,64
17108,Kosovo,2020-04-22,604,18.0,128.0,458.0,6,3,5
17109,Kuwait,2020-04-22,2248,0.0,443.0,1805.0,168,0,31
17110,Kyrgyzstan,2020-04-22,612,7.0,254.0,351.0,22,0,38
17111,Laos,2020-04-22,19,0.0,4.0,15.0,0,0,2
17112,Latvia,2020-04-22,761,11.0,133.0,617.0,13,2,0
17113,Lebanon,2020-04-22,682,22.0,113.0,547.0,5,1,5
17114,Lesotho,2020-04-22,0,0.0,0.0,0.0,0,0,0
17115,Liberia,2020-04-22,101,8.0,20.0,73.0,0,0,13
17116,Libya,2020-04-22,59,1.0,15.0,43.0,8,0,0
17117,Liechtenstein,2020-04-22,81,1.0,79.0,1.0,0,0,1
17118,Lithuania,2020-04-22,1370,38.0,357.0,975.0,20,0,59
17119,Luxembourg,2020-04-22,3654,80.0,711.0,2863.0,36,2,41
17120,Madagascar,2020-04-22,121,0.0,52.0,69.0,0,0,8
17121,Malawi,2020-04-22,23,3.0,3.0,17.0,5,1,0
17122,Malaysia,2020-04-22,5532,0.0,3452.0,2080.0,50,0,103
17123,Maldives,2020-04-22,86,0.0,16.0,70.0,3,0,0
17124,Mali,2020-04-22,293,0.0,73.0,220.0,35,0,16
17125,Malta,2020-04-22,444,3.0,165.0,276.0,1,0,15
17126,Mauritania,2020-04-22,7,1.0,6.0,0.0,0,0,0
17127,Mauritius,2020-04-22,329,0.0,261.0,68.0,1,0,18
17128,Mexico,2020-04-22,10544,970.0,2627.0,6947.0,1043,113,0
17129,Moldova,2020-04-22,2778,75.0,560.0,2143.0,164,3,55
17130,Monaco,2020-04-22,94,3.0,26.0,65.0,0,0,0
17131,Mongolia,2020-04-22,35,0.0,8.0,27.0,1,0,0
17132,Montenegro,2020-04-22,315,5.0,116.0,194.0,2,0,15
17133,Morocco,2020-04-22,3446,149.0,417.0,2880.0,237,4,24
17134,Mozambique,2020-04-22,41,0.0,0.0,41.0,2,0,0
17135,Namibia,2020-04-22,16,0.0,6.0,10.0,0,0,0
17136,Nepal,2020-04-22,45,0.0,7.0,38.0,2,0,3
17137,Netherlands,2020-04-22,35032,4068.0,101.0,30863.0,715,139,27
17138,New Zealand,2020-04-22,1451,14.0,1036.0,401.0,6,1,30
17139,Nicaragua,2020-04-22,10,2.0,7.0,1.0,0,0,0
17140,Niger,2020-04-22,662,22.0,193.0,447.0,5,2,66
17141,Nigeria,2020-04-22,873,28.0,197.0,648.0,208,6,9
17142,North Macedonia,2020-04-22,1259,56.0,272.0,931.0,28,1,48
17143,Norway,2020-04-22,7338,187.0,32.0,7119.0,147,5,0
17144,Oman,2020-04-22,1614,0.0,238.0,1376.0,106,0,0
17145,Pakistan,2020-04-22,11155,237.0,2527.0,8391.0,1079,25,371
17146,Panama,2020-04-22,4821,141.0,231.0,4449.0,163,5,27
17147,Papua New Guinea,2020-04-22,8,0.0,0.0,8.0,1,0,0
17148,Paraguay,2020-04-22,213,9.0,62.0,142.0,5,1,9
17149,Peru,2020-04-22,19250,530.0,7027.0,11693.0,1413,46,45
17150,Philippines,2020-04-22,6710,0.0,693.0,6017.0,111,0,39
17151,Poland,2020-04-22,10169,426.0,1513.0,8230.0,313,25,216
17152,Portugal,2020-04-22,21982,785.0,1143.0,20054.0,603,23,226
17153,Qatar,2020-04-22,7141,10.0,689.0,6442.0,608,1,75
17154,Romania,2020-04-22,9710,524.0,2406.0,6780.0,468,26,253
17155,Russia,2020-04-22,57999,0.0,4420.0,53579.0,5236,0,547
17156,Rwanda,2020-04-22,153,0.0,84.0,69.0,3,0,0
17157,Saint Kitts and Nevis,2020-04-22,15,0.0,1.0,14.0,0,0,1
17158,Saint Lucia,2020-04-22,15,0.0,15.0,0.0,0,0,2
17159,Saint Vincent and the Grenadines,2020-04-22,13,0.0,3.0,10.0,1,0,1
17160,San Marino,2020-04-22,488,40.0,62.0,386.0,12,0,0
17161,Sao Tome and Principe,2020-04-22,4,0.0,0.0,4.0,0,0,0
17162,Saudi Arabia,2020-04-22,12772,114.0,1812.0,10846.0,1141,5,172
17163,Senegal,2020-04-22,442,6.0,253.0,183.0,30,1,11
17164,Serbia,2020-04-22,7144,134.0,1025.0,5985.0,254,4,48
17165,Seychelles,2020-04-22,11,0.0,5.0,6.0,0,0,0
17166,Sierra Leone,2020-04-22,61,0.0,6.0,55.0,11,0,0
17167,Singapore,2020-04-22,10141,12.0,896.0,9233.0,1016,1,57
17168,Slovakia,2020-04-22,1244,14.0,284.0,946.0,45,0,26
17169,Slovenia,2020-04-22,1353,79.0,205.0,1069.0,9,2,8
17170,Solomon Islands,2020-04-22,0,0.0,0.0,0.0,0,0,0
17171,Somalia,2020-04-22,286,8.0,4.0,274.0,0,0,0
17172,South Africa,2020-04-22,3635,65.0,1055.0,2515.0,170,7,0
17173,South Sudan,2020-04-22,4,0.0,0.0,4.0,0,0,0
17174,Spain,2020-04-22,208389,0.0,85915.0,122474.0,4211,0,3401
17175,Sri Lanka,2020-04-22,330,0.0,105.0,225.0,20,0,3
17176,Sudan,2020-04-22,140,13.0,12.0,115.0,33,1,4
17177,Suriname,2020-04-22,10,1.0,6.0,3.0,0,0,0
17178,Sweden,2020-04-22,16553,2322.0,0.0,14231.0,722,86,0
17179,Switzerland,2020-04-22,28268,1509.0,19900.0,6859.0,205,31,500
17180,Syria,2020-04-22,42,0.0,0.0,42.0,0,0,0
17181,Taiwan*,2020-04-22,426,6.0,236.0,184.0,1,0,19
17182,Tajikistan,2020-04-22,0,0.0,0.0,0.0,0,0,0
17183,Tanzania,2020-04-22,284,10.0,11.0,263.0,30,0,0
17184,Thailand,2020-04-22,2826,49.0,2352.0,425.0,15,1,244
17185,Timor-Leste,2020-04-22,23,0.0,0.0,23.0,0,0,0
17186,Togo,2020-04-22,88,6.0,56.0,26.0,2,0,0
17187,Trinidad and Tobago,2020-04-22,115,8.0,37.0,70.0,0,0,9
17188,Tunisia,2020-04-22,909,38.0,190.0,681.0,25,0,42
17189,Turkey,2020-04-22,98674,2376.0,16477.0,79821.0,3083,117,1559
17190,US,2020-04-22,845594,49629.0,77366.0,718599.0,29297,2434,2162
17191,Uganda,2020-04-22,63,0.0,45.0,18.0,2,0,7
17192,Ukraine,2020-04-22,6592,174.0,424.0,5994.0,467,13,57
17193,United Arab Emirates,2020-04-22,8238,0.0,1546.0,6692.0,483,0,103
17194,United Kingdom,2020-04-22,141540,21170.0,683.0,119687.0,5505,857,45
17195,Uruguay,2020-04-22,549,12.0,337.0,200.0,6,0,13
17196,Uzbekistan,2020-04-22,1716,7.0,450.0,1259.0,38,1,93
17197,Venezuela,2020-04-22,288,10.0,122.0,156.0,3,0,5
17198,Vietnam,2020-04-22,268,0.0,223.0,45.0,0,0,7
17199,West Bank and Gaza,2020-04-22,335,2.0,71.0,262.0,6,0,0
17200,Western Sahara,2020-04-22,6,0.0,0.0,6.0,0,0,0
17201,Yemen,2020-04-22,1,0.0,0.0,1.0,0,0,0
17202,Zambia,2020-04-22,74,3.0,35.0,36.0,4,0,0
17203,Zimbabwe,2020-04-22,28,4.0,2.0,22.0,0,1,0
17204,Afghanistan,2020-04-23,1279,42.0,179.0,1058.0,103,2,13
17205,Albania,2020-04-23,663,27.0,385.0,251.0,29,0,29
17206,Algeria,2020-04-23,3007,407.0,1355.0,1245.0,97,5,151
17207,Andorra,2020-04-23,723,37.0,333.0,353.0,0,0,24
17208,Angola,2020-04-23,25,2.0,6.0,17.0,0,0,0
17209,Antigua and Barbuda,2020-04-23,24,3.0,10.0,11.0,0,0,0
17210,Argentina,2020-04-23,3435,165.0,919.0,2351.0,291,13,47
17211,Armenia,2020-04-23,1523,24.0,659.0,840.0,50,0,26
17212,Australia,2020-04-23,6662,75.0,5047.0,1540.0,10,8,115
17213,Austria,2020-04-23,15002,522.0,11694.0,2786.0,77,12,366
17214,Azerbaijan,2020-04-23,1548,20.0,948.0,580.0,30,0,41
17215,Bahamas,2020-04-23,72,11.0,14.0,47.0,7,2,2
17216,Bahrain,2020-04-23,2217,8.0,1082.0,1127.0,190,1,56
17217,Bangladesh,2020-04-23,4186,127.0,108.0,3951.0,414,7,16
17218,Barbados,2020-04-23,76,6.0,30.0,40.0,1,1,5
17219,Belarus,2020-04-23,8022,60.0,938.0,7024.0,741,2,169
17220,Belgium,2020-04-23,42797,6490.0,9800.0,26507.0,908,228,367
17221,Belize,2020-04-23,18,2.0,5.0,11.0,0,0,3
17222,Benin,2020-04-23,54,1.0,27.0,26.0,0,0,0
17223,Bhutan,2020-04-23,7,0.0,3.0,4.0,1,0,1
17224,Bolivia,2020-04-23,703,43.0,44.0,616.0,94,6,0
17225,Bosnia and Herzegovina,2020-04-23,1413,54.0,485.0,874.0,45,1,25
17226,Botswana,2020-04-23,22,1.0,0.0,21.0,0,0,0
17227,Brazil,2020-04-23,50036,3331.0,26573.0,20132.0,4279,425,1255
17228,Brunei,2020-04-23,138,1.0,119.0,18.0,0,0,2
17229,Bulgaria,2020-04-23,1097,52.0,190.0,855.0,73,3,16
17230,Burkina Faso,2020-04-23,616,41.0,410.0,165.0,7,2,21
17231,Burma,2020-04-23,139,5.0,9.0,125.0,16,0,2
17232,Burundi,2020-04-23,11,1.0,4.0,6.0,0,0,0
17233,Cabo Verde,2020-04-23,82,1.0,1.0,80.0,9,0,0
17234,Cambodia,2020-04-23,122,0.0,110.0,12.0,0,0,0
17235,Cameroon,2020-04-23,1334,0.0,668.0,666.0,171,0,271
17236,Canada,2020-04-23,43286,2224.0,14761.0,26301.0,1636,159,307
17237,Central African Republic,2020-04-23,16,0.0,10.0,6.0,2,0,0
17238,Chad,2020-04-23,33,0.0,8.0,25.0,0,0,0
17239,Chile,2020-04-23,12680,168.0,5804.0,6708.0,516,8,418
17240,China,2020-04-23,83884,4614.0,76412.0,2858.0,16,0,122
17241,Colombia,2020-04-23,4561,215.0,927.0,3419.0,205,9,57
17242,Comoros,2020-04-23,0,0.0,0.0,0.0,0,0,0
17243,Congo (Brazzaville),2020-04-23,186,6.0,16.0,164.0,0,0,0
17244,Congo (Kinshasa),2020-04-23,377,25.0,47.0,305.0,18,0,2
17245,Costa Rica,2020-04-23,686,6.0,196.0,484.0,5,0,16
17246,Cote d'Ivoire,2020-04-23,1004,14.0,359.0,631.0,52,0,49
17247,Croatia,2020-04-23,1981,50.0,883.0,1048.0,31,2,14
17248,Cuba,2020-04-23,1235,0.0,365.0,870.0,46,0,24
17249,Cyprus,2020-04-23,795,13.0,98.0,684.0,5,0,0
17250,Czechia,2020-04-23,7187,0.0,2152.0,5035.0,55,0,163
17251,Denmark,2020-04-23,8271,394.0,5573.0,2304.0,163,10,297
17252,Djibouti,2020-04-23,986,2.0,252.0,732.0,12,0,69
17253,Dominica,2020-04-23,16,0.0,9.0,7.0,0,0,0
17254,Dominican Republic,2020-04-23,5543,265.0,581.0,4697.0,243,5,0
17255,Ecuador,2020-04-23,11183,560.0,1328.0,9295.0,333,23,66
17256,Egypt,2020-04-23,3891,0.0,1004.0,2887.0,232,0,69
17257,El Salvador,2020-04-23,250,8.0,67.0,175.0,13,1,4
17258,Equatorial Guinea,2020-04-23,84,1.0,7.0,76.0,0,0,0
17259,Eritrea,2020-04-23,39,0.0,6.0,33.0,0,0,0
17260,Estonia,2020-04-23,1592,45.0,192.0,1355.0,33,1,8
17261,Eswatini,2020-04-23,31,1.0,8.0,22.0,0,0,0
17262,Ethiopia,2020-04-23,116,3.0,21.0,92.0,0,0,0
17263,Fiji,2020-04-23,18,0.0,8.0,10.0,0,0,0
17264,Finland,2020-04-23,4284,172.0,2000.0,2112.0,155,23,0
17265,France,2020-04-23,158303,21858.0,42088.0,94357.0,2323,516,1431
17266,Gabon,2020-04-23,167,2.0,24.0,141.0,1,1,0
17267,Gambia,2020-04-23,10,1.0,2.0,7.0,0,0,0
17268,Georgia,2020-04-23,425,5.0,111.0,309.0,9,0,4
17269,Germany,2020-04-23,153129,0.0,103300.0,49829.0,2481,0,3900
17270,Ghana,2020-04-23,1154,9.0,99.0,1046.0,0,0,0
17271,Greece,2020-04-23,2463,125.0,577.0,1761.0,55,4,0
17272,Grenada,2020-04-23,15,0.0,6.0,9.0,0,0,0
17273,Guatemala,2020-04-23,384,11.0,30.0,343.0,68,3,6
17274,Guinea,2020-04-23,862,6.0,170.0,686.0,101,0,6
17275,Guinea-Bissau,2020-04-23,50,0.0,3.0,47.0,0,0,0
17276,Guyana,2020-04-23,70,0.0,9.0,61.0,3,0,0
17277,Haiti,2020-04-23,72,5.0,2.0,65.0,10,1,0
17278,Holy See,2020-04-23,9,0.0,2.0,7.0,0,0,0
17279,Honduras,2020-04-23,519,47.0,31.0,441.0,9,1,1
17280,Hungary,2020-04-23,2284,239.0,390.0,1655.0,116,14,95
17281,Iceland,2020-04-23,1789,10.0,1509.0,270.0,4,0,47
17282,India,2020-04-23,23077,721.0,5012.0,17344.0,1707,40,642
17283,Indonesia,2020-04-23,7775,647.0,960.0,6168.0,357,12,47
17284,Iran,2020-04-23,87026,5481.0,64843.0,16702.0,1030,90,1730
17285,Iraq,2020-04-23,1677,83.0,1171.0,423.0,46,0,25
17286,Ireland,2020-04-23,17607,794.0,9233.0,7580.0,936,25,0
17287,Israel,2020-04-23,14803,0.0,5611.0,9192.0,305,0,396
17288,Italy,2020-04-23,189973,25549.0,57576.0,106848.0,2646,464,3033
17289,Jamaica,2020-04-23,257,6.0,28.0,223.0,24,0,1
17290,Japan,2020-04-23,12469,351.0,1494.0,10624.0,432,28,138
17291,Jordan,2020-04-23,437,7.0,318.0,112.0,2,0,3
17292,Kazakhstan,2020-04-23,2289,20.0,560.0,1709.0,154,1,45
17293,Kenya,2020-04-23,320,14.0,89.0,217.0,17,0,15
17294,"Korea, South",2020-04-23,10708,0.0,8501.0,2207.0,14,0,224
